Meshblock,201407,201408,201409,201410,201411,201412,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512
0030600,,,,,1,,,,,,,,,,,,,
0030700,,,,,,,,,,,,,1,,,,,
0031100,,,1,,,,,,,,,,,,,,,
0031200,,,,,,,,,,,,,,,,,,1
0031500,,,,1,,,,,,1,1,,,,,,,
0032100,,,,,,,2,,,,,,,,,,,
0032300,,,,,1,1,,,,,,,1,,,,,
0032501,,3,,,,,1,,1,,1,,,,,,,1
0032600,1,,2,,,2,2,2,,,,,,1,,,,
0033000,2,1,,,,,1,,,,,,,,,,,
0033100,,,,,,2,,1,1,,2,,1,1,,,,
0033400,,,,,,,1,,,,,,,,,,,
0033600,,,,,,,1,,1,,,,,,,,,
0033800,,,,,,,,,,,1,2,,,1,,,
0033900,,,,,,,,1,2,,1,,,,,,,
0034000,,,,,,,,1,,,,,,,,,2,
0034101,,,,,,1,,,,,1,,1,,,1,1,2
0034201,,1,,1,,,,,,,3,,,,,,,
0034202,,,,,,,,,,,,,,,,,1,
0034301,,,,,1,,,,,,,1,,,,,,
0034302,,,,,,,,,,,,,,,,1,,
0034500,,,,,,,,,,,,1,,,1,,,
0034700,,,,,,,,,1,,2,,,,,,,
0034800,,,,,,,,,,,,,,,,1,,
0035000,,,,1,,,,,1,,,2,1,,,,,
0035200,,,,,,2,,,,,,1,,,,,,
0035300,,,,,1,,,,,,,,,1,,,,
0035402,,,,,,,,,,,,,,,,,,2
0035501,,,,,,,,,,,,,,,,1,,
0035600,,,,,,,,,,,1,,,,,,,
0035700,2,,,,,,,,,,1,1,1,,1,,,
0035800,,,,,,1,,,,,,,,,,,,
0035900,,,,,,,,,,,,,1,,,,1,
0036202,,,,,1,,,,,,,,,,,,,
0036302,,,,,,,,,,,,1,,,,,,
0036700,,,,,,,,,1,,1,,,,1,,2,
0036902,,,,,,,,,,,,,,,,,,1
0037000,,,,,,,,,,,,,,,,,1,
0037203,,,,,,,,,1,,,,,,,,,
0037401,,,,,,,,,,2,,,,1,1,,2,
0037402,1,2,1,,,,,,,,,,,,,,2,
0037501,,,,1,,1,,,1,,,,,,,,,
0037502,,,,,,,,1,,,,,,,,,,
0037600,,,,,,,,,,,1,,,,,,,
0037701,,,,,,1,1,,,,,,1,,,,,
0037802,3,,,,,,,,1,,,,1,,,,1,1
0037805,,,,,,1,,,,,,,,,,,,
0038001,,,,,,,,,,,,,,1,,1,,
0038200,,,,,,,,,,,,,1,,,,,
0038400,1,,,1,,1,,,,,,,,,,,,
0038500,,1,,1,,,,,,,1,,,,,1,,
0038600,,,,,,,1,,,,,2,,,1,,,
0038900,,,,,,,,,,,,,,,,1,,
0039000,,,,,,1,,1,,,,,,,,2,,
0039300,,,,,,,,,,,,1,,,,,,
0039600,,,,,2,,,,,,,,,,,,,
0039900,,,,,,,,,,,,,,1,,,,
0040100,,,,,,,,,,,,,1,,,,,
0040200,,,,,,,,,,,,,,1,,1,,
0040400,1,,,,,,,,,,1,,,,,,,
0040501,,,,1,,,,,,,,1,,,,,,
0040601,,,,,1,,,,,,,,,,,,,
0040701,,,,,,,,,,1,,,,,,,,
0040702,1,,,,1,,2,,,,1,,,,,,,
0040703,,,,1,,4,,,1,,,,,1,,1,,
0040801,,1,,,,,,,,,,,,,,,,
0040802,,,,,1,,,1,,,,,,,1,,,
0040900,,1,,,,1,1,,,,,,3,,,,1,
0041000,,,,2,1,1,4,,,,4,,3,2,1,2,1,
0041100,2,,3,5,1,7,6,2,,,,4,1,1,1,1,,1
0041200,,2,1,,3,,,,,,,,,1,,,,
0041300,1,1,,1,,1,2,,,1,,,1,,3,1,,
0041402,,1,,,,1,1,1,2,,,,,,,2,,
0041403,,,,,,,,,,,,1,,,,,,
0041500,,,,1,,,,,,,,1,,,,,,
0041600,,,,,1,,1,,,,,,,,,1,,
0041700,,,2,2,3,,1,,3,,,,,1,4,1,,1
0041800,1,2,1,,1,,,1,,,,1,2,,,1,,
0041900,,,,,1,,1,,,2,,,,,,,,
0042001,,,,,,,,,,1,,,,,,1,,
0042002,,,,1,1,,,1,,,,,,,,,,
0042101,,,,1,1,,1,,,,,,,,,,1,
0042102,,1,3,,1,,,,,2,,,,,,,,
0042103,,2,,,,,1,,,,,1,,,,2,,
0042201,,,,,,,,,,,,,1,,,,,
0042202,1,,,,1,,,,,,1,1,,1,1,1,1,2
0042300,,2,,,,,,2,1,1,,,,,,,,
0042400,,,,,4,,1,,,,,1,1,,2,,,
0042500,,1,1,1,1,,,,1,,,1,3,,2,,,
0042600,,,,,,,,,1,,,,,,1,,,
0042700,1,,,,,,1,,1,1,,,,,,1,,
0042800,,,,,,,,,,,,,,1,,,,
0042900,,,,,,,,,,,,,,,,,,1
0043000,,,,,,,,1,1,2,1,,,,1,1,2,
0043100,,,1,1,,,,,,1,,2,,1,,5,1,
0043200,1,2,,,,2,1,,,,1,,,2,1,2,,1
0043300,,,,,,,,,,,1,3,1,,,,,1
0043400,2,,,,,5,,,1,2,1,,1,,2,2,1,
0043500,,,1,,,,,3,2,1,2,,,1,1,1,,
0043600,,,,1,1,1,,1,4,,2,4,2,1,1,1,,
0043700,1,,,,,,,,,,,,,,,,,
0043904,,,,,,1,,1,,,,,,,,,1,
0043905,,,,,,1,,,1,,,,,1,,,,
0043906,,,1,,,,,,,,,,,,,,1,1
0044003,,1,,,,,,,,,,,,,,,,
0044006,,,,,,,,,,,,,,,,,1,3
0044007,,,,,,,,,,,,,,,,,1,
0044102,,,,,2,,1,,,,,2,,,,,,1
0044403,,,1,,,,,,,,,,,,,,,
0044404,,,,,,,,,,,,1,,,,,,
0044406,,,,,,,,,,,,,,,,2,,
0044501,,,,,,,,,1,,,1,,,,,,
0044504,,,,,,,,,,,,,,,1,,,
0044505,,1,,,,,,,,,,,,,4,2,,
0044506,,,,,,,,,,,1,,,,,2,,
0044602,,,,,,,,1,,,1,,,,,2,,
0044603,,,,,1,,,,,,,,,,,,1,
0044604,,,,,,,,,,,,,,,,1,,
0044605,,,,,,,,,,,,,,,,1,,
0044607,,,,,,,1,,,,,,,,,,,
0044608,,,,,,,,,1,,,,,,1,,,
0044609,,,,,,,,,1,,,,,,,,,
0044611,,,,,1,,,,,,,,,,,,,
0044701,,,,,,,,,,,1,,,,,,,
0044702,,,,1,,2,1,1,2,1,,2,,2,,1,5,
0044801,,1,2,,,,,,,,1,,,1,,,,1
0044804,1,,,,,,,,,,,,,,,1,,
0044808,,,,,,,,,,,1,,,,,,,
0044901,,,,,,,,,,,,2,,,2,,,
0045000,,,,,,,,,,,,,,,,,1,
0045100,,,,1,,,,1,,3,,,,,,,,
0045200,,,,,,,,,,,,,1,,,1,,
0045400,,,,,1,,,,,,,,,,,,,
0045500,,,,,,,,,,,,,1,,,,,
0045600,,,,,,,,,,,,,,,,,,1
0045902,,,,,,,,,,,,,,,,,1,
0046002,,,,,1,,,,,,,,,,,,,
0046500,,,,,,,,,,,,,1,,,,,
0046700,,,,,,,,,,1,,,,,,,,
0047400,,,,,,,,,,,,,,,,1,,
0047500,,,,,1,,,,,,,1,,,,,1,
0047603,1,,,,,,,,,,,,,,1,,,1
0047901,,,,,,,,,,,,,,,,,,1
0048101,,,,,,,,,,,,,,,,1,,
0048203,,,,,,1,,,,,,,,1,,,,
0048204,,,,,,,,,,,,,,,,1,,
0048205,,,,,1,,1,,,,,,,,,,,
0048301,,,,,,,,,,,,,1,,,,1,
0048303,,,,,,,,,,,,,1,,,,,
0048304,,,1,,,,,,,,,,,,,1,,
0048404,,,,,,,,,,,,,,,,,,1
0048409,,3,,,,,,,,,,,,,,,,
0048500,,,,1,,,,,,,,,,,,1,,
0049204,,,,,1,,,,,,,,2,,,,,
0049206,,,,,2,,,,,,,,,,,,,
0049302,1,,,,,,,,,,,,,,1,,,
0049406,,,,,,,,,,,,,,,1,,1,
0049407,,,,,1,,,,,,,,,,,,,
0049502,,1,,,,,,,,,,,,,,,,
0049505,,,,,,,,,,,,,,,,,1,
0049506,,,,,,,,,,,1,,,,1,,,
0049600,,,1,,,1,1,1,2,,,1,,,1,1,,
0049700,,,,1,,,,1,,,1,3,,,2,,,1
0049801,,,,,,,2,,1,1,,,,,1,1,1,
0049802,,,,,,,,,2,,,,,,,,,2
0049905,1,,,,,,,,,,,,,,,,,
0050001,,,,,,,,,,,,,,,1,,,
0050002,,,2,1,,,,,,,,,,,,,,
0050003,,,1,,,,,,,,,,,,,,,
0050100,,,,,,,,1,,,,,,,1,1,,
0050201,,,,,,,,,,,,,,1,,,,
0050303,,,,,,,,,,,,,1,,,,,
0050304,,,,,1,,,,,,,,,,,,,
0050306,,1,,,,,,,,,,,,,,,,
0050309,1,,,,,,,,,,,,,,,,,
0050310,,,,,1,,,,,,,,,,,,,
0050311,,,,,,1,,,,,,,,,,,,
0050400,,,,,,2,,,,,,,,,,,,
0050605,,,,,1,,,,,,,1,,,,,,
0050701,,,,1,,,,,,,,,,,,,,
0050705,,,,,,,,,,,,,,1,,,,
0050804,,,,,,3,1,,,,,,,,,,,
0050805,1,1,,,,,,,,,,,,,,,,
0050806,,,1,,,,,,,,,,,,,,,
0051201,,1,2,1,,,1,,2,,,,,,,,,1
0051202,,,,,,1,,,,1,,,1,,,,,
0051300,,,,,,1,,,2,,,1,,,1,,1,
0051401,,,,,,1,,1,,,,1,1,,,,,
0051403,1,,,1,,,,,1,,,1,,,,,,1
0051406,,,,,,,,,1,,,,,1,,,,
0051408,,1,,,,,,,,,,,,,,,,
0051501,,,,,,,,,,,,,,,,,,1
0051502,,,,,,,1,,,1,,,,,,,,
0051504,,,1,,1,,,,1,,,1,,,,,,
0051507,1,,,,,,,,,,,,,,,,,1
0051700,,,,,,,1,,,,,,,,,,,
0051800,,,,,,,,,,,,,1,,,,,
0052001,,,,1,1,,,1,,,2,,,,,,1,1
0052002,,,1,,,,1,,,,,,,,,,,
0052100,,,,,,,,1,,,,,,,,,,
0052200,,,,,,,,,,,,1,,,,,,
0052300,,,,,,,,,,,,,,,,1,,
0052400,,,,1,,,,,,,,,,1,1,,1,
0052501,1,,,,,,1,,,,,,,,,,,
0052700,,,,,,2,,,,,,,,,,,,
0052800,,,,,,2,,,,,,,,,,,,
0052902,,,,,,,,1,,,,,,,,,,
0052907,,,1,,,,,,,,,,,,,,,
0053003,,,,,,,,,1,,,,,,,,,
0053101,,,,,,,1,,,1,,,,,,,,1
0053102,,,,,,,,,,1,,,,,,,1,
0053200,,,,,,,1,,,,,,,,2,3,,
0053301,,,,,,,,,,,,,,,1,,,
0053303,,,,,,,2,,,,,,1,1,,,,1
0053304,,,,,,1,,,1,2,,1,,1,1,,,
0053305,,,,,,1,1,,2,,,,,1,,,,1
0053403,,,,,1,,,,,,,,,,,,1,1
0053404,,,,,,,,,,,,,,,,1,,
0053405,,,,1,,,,,,,,,,,3,,,
0053406,,1,,,,,,1,,,2,1,,,1,,1,2
0053407,,,1,,,1,,,2,,,,,,,,1,1
0053502,,,,,,1,,,,,2,,1,,,,1,
0053503,,,,,,,,,,,,,,,,1,,
0053504,,,,,,,,,,,,,,,,1,,1
0053506,,,,,,,,,1,,,,,,,,,
0053508,,,1,,,,,,,,,,,,,,,
0053700,,,1,,,1,,,,,,,1,,,,2,
0053800,,1,,,,,,,1,2,,,1,,,,1,
0053900,1,,,,,,,,,,,,,,,1,,
0054000,,,1,,,,,2,,,,,,,,,,
0054200,1,,,,,1,1,,,,,,,1,,,,1
0054300,,,,,,1,1,1,,2,,1,,2,1,,2,
0054400,,1,,,,,,,,,,,,,,,,
0054501,,,,,1,,,1,,1,,,,,,,1,
0054502,,,,,,,,,1,1,,,,,,,,
0054600,,,,,,1,2,,1,,,,,1,,,1,
0054700,1,,,,1,,,,,,,,,,,,,
0054801,,,,,,,,,,,1,,,,,,,
0054802,2,1,,,,,,,,1,,,,,,,1,
0054900,,1,1,,,5,,,,,,,,,,,1,
0055000,,,,1,,2,2,3,,,1,2,,,,,1,1
0055100,,,,,,,2,,1,1,,,,,,,,
0055200,1,1,1,,1,,,,,1,2,1,,,,,,
0055400,,,,,1,,,,,,,1,,,,,,
0055500,,,1,,1,2,,1,,,1,2,,,,,,
0055600,,,,,,1,1,,,,2,,,,,,,
0055700,,,,,,,,,,,,,,,,,1,
0055801,1,1,,,,,2,,,,,2,,,,,,
0055802,,,,,,1,,1,,,,,,,,,,
0055900,,,,,,1,,1,,,1,,,,,1,1,
0056001,,,,,,,,,,,,,,,,1,,
0056002,,,,,,,,,,,,,,,,1,,
0056100,,,,,,,,,,,,,,,1,,,
0056300,,,9,,,,,,,,,,,,,,,
0056400,,2,1,1,,,,,1,2,,,,,,,,
0056500,,,,1,,,,,,,,,,,,,,
0056700,,,1,,,,,,,,,,,,,,1,
0056800,,,,,,,,1,,,,,1,,,1,,
0056900,,,,,,,,,,,,,,,,,,1
0057000,,,,,,,,,,1,,,,,,,,1
0057100,,,,,,,,1,,,,,,,,1,,
0057201,,,,,,1,,1,,,,,,,,,,
0057202,,,,,,,,,,,,,,,,,1,
0057300,,1,1,1,,,,1,,,,,,,,,,1
0057400,,,,,,,,,,,,,1,1,,5,,1
0057500,1,,,,1,2,,1,,,,,,,,,1,
0057700,,,1,1,,1,,1,,1,1,2,2,3,,,2,
0057800,,,,,1,,,,,,,,,,,,,
0057900,,,,,,1,,,,,1,,,,,1,,
0058100,3,,,,1,,,,1,1,,,,,,2,,1
0058200,,,,,2,,,,,1,,1,,,,,,
0058300,,,,,2,1,,,,2,,,,,,1,1,1
0058400,,,,,1,,,,,,,,,,,,,
0058500,,,,1,,,,,,,,,,,,,,
0058600,,1,,,,,,,1,,,,,,,,,
0058700,,,,,,1,,,,1,,,,,,,,
0058800,,1,1,,1,,,,,,,,,,,,,
0059000,,,1,,,1,,,,1,,1,,,,,,
0059301,,,,2,,2,2,1,,1,,,,,,,,
0059400,,,,,,,1,,,,,,,,,,,
0059500,2,,,,,1,,,,,,,1,,,,,
0059600,,,,,,,1,,1,1,,1,,1,,5,,
0059700,1,,1,,,2,,,,,,,2,1,,2,,1
0059800,,,,,,,,,,,,,,1,,,,
0060000,,,,1,,,,,,,,,,,,1,,
0060200,,,,,,,,1,,,,,,,,,,2
0060300,,,,,,,,,,,,,,2,,,,
0060400,,,,,,,1,,,,,,,,,,,
0060500,1,,,,1,,,,,,,,,,,,,1
0060600,,,,,1,,,1,1,,,,,,,,,
0060700,,,,,1,,,,,,,,,,,,1,
0060800,,,,,,,2,,,,,2,,,,,1,
0060900,,1,3,1,,1,,,,,,2,1,,2,,,
0061000,,,,,,2,,1,1,,,,3,1,1,,,
0061200,,,,,,,3,,,,1,,,,,,,
0061300,1,,,,,1,1,,,1,,,,,,,,
0061502,,,,,,,2,,,,,1,,,,,,
0061700,,1,,,,,,,,,,,,,,,,
